,location,total_sqft,bath,price,bhk
569,BEML Layout,999.0,2.0,45.0,2.0
570,BEML Layout,2400.0,4.0,225.0,5.0
572,BEML Layout,1194.0,2.0,65.0,2.0
573,BEML Layout,1200.0,2.0,67.0,2.0
574,BEML Layout,2400.0,2.0,228.0,2.0
577,BEML Layout,1194.0,2.0,65.0,2.0
578,BTM 2nd Stage,1260.0,5.0,185.0,3.0
579,BTM 2nd Stage,950.0,2.0,52.0,2.0
580,BTM 2nd Stage,1850.0,3.0,170.0,3.0
581,BTM 2nd Stage,1200.0,2.0,80.0,2.0
582,BTM 2nd Stage,1274.0,2.0,70.0,2.0
584,BTM 2nd Stage,1070.0,2.0,48.0,2.0
585,BTM 2nd Stage,1280.0,2.0,80.0,2.0
586,BTM 2nd Stage,1100.0,2.0,70.0,2.0
587,BTM 2nd Stage,1000.0,2.0,58.0,2.0
588,BTM 2nd Stage,2990.0,5.0,416.0,5.0
589,BTM 2nd Stage,1265.0,2.0,55.0,2.0
590,BTM 2nd Stage,2200.0,3.0,220.0,3.0
591,BTM 2nd Stage,2780.0,4.0,325.0,3.0
592,BTM 2nd Stage,2400.0,2.0,360.0,3.0
593,BTM 2nd Stage,965.0,2.0,56.0,2.0
594,BTM 2nd Stage,1147.0,2.0,75.0,2.0
595,BTM 2nd Stage,1750.0,3.0,172.0,3.0
596,BTM 2nd Stage,1400.0,2.0,90.0,2.0
597,BTM 2nd Stage,1200.0,2.0,70.0,2.0
598,BTM 2nd Stage,1100.0,2.0,47.0,2.0
599,BTM 2nd Stage,930.0,2.0,46.0,2.0
601,BTM 2nd Stage,2500.0,3.0,345.0,3.0
602,BTM Layout,1150.0,2.0,63.0,2.0
603,BTM Layout,3300.0,6.0,165.0,6.0
604,BTM Layout,1450.0,2.0,81.0,3.0
605,BTM Layout,1776.0,2.0,75.0,3.0
606,BTM Layout,1458.0,3.0,79.0,3.0
607,BTM Layout,935.0,2.0,51.5,2.0
608,BTM Layout,1020.0,2.0,46.5,2.0
609,BTM Layout,1600.0,3.0,112.0,3.0
610,BTM Layout,1300.0,2.0,75.0,3.0
611,BTM Layout,1540.0,2.0,78.0,3.0
612,BTM Layout,450.0,1.0,20.0,1.0
613,BTM Layout,1196.0,2.0,56.81,2.0
614,BTM Layout,1470.0,2.0,99.0,3.0
617,Babusapalaya,1611.0,2.0,66.0,3.0
619,Babusapalaya,1675.0,3.0,75.0,3.0
620,Babusapalaya,1141.0,2.0,46.0,2.0
621,Babusapalaya,1500.0,2.0,57.0,2.0
623,Babusapalaya,1050.0,2.0,45.0,2.0
624,Babusapalaya,1141.0,2.0,45.9,2.0
626,Babusapalaya,1230.0,3.0,53.0,3.0
627,Babusapalaya,1105.0,2.0,40.0,2.0
628,Babusapalaya,1410.0,2.0,65.0,3.0
629,Babusapalaya,1450.0,2.0,55.99,2.0
630,Babusapalaya,1100.0,2.0,38.0,2.0
632,Babusapalaya,1061.0,2.0,33.84,2.0
633,Babusapalaya,1061.0,2.0,38.95,2.0
634,Babusapalaya,1061.0,2.0,34.0,2.0
635,Babusapalaya,1245.0,2.0,58.0,2.0
636,Badavala Nagar,1494.0,2.0,94.55,3.0
637,Badavala Nagar,1274.0,2.0,81.0,2.0
638,Badavala Nagar,1842.0,3.0,115.0,3.0
639,Badavala Nagar,1494.0,2.0,94.55,3.0
640,Badavala Nagar,1274.0,2.0,81.0,2.0
641,Badavala Nagar,1494.0,2.0,94.55,3.0
642,Badavala Nagar,1842.0,3.0,115.0,3.0
643,Badavala Nagar,1842.0,3.0,115.0,3.0
644,Badavala Nagar,1842.0,3.0,115.0,3.0
645,Balagere,1210.0,2.0,80.9,2.0
647,Balagere,1205.0,2.0,78.5,2.0
650,Balagere,1020.07,2.0,68.38,2.0
651,Balagere,1205.47,2.0,81.0,2.0
652,Balagere,1007.0,2.0,65.0,2.0
654,Balagere,1210.0,2.0,74.0,2.0
655,Balagere,1210.0,2.0,83.0,2.0
656,Balagere,675.0,1.0,45.0,1.0
657,Balagere,656.0,1.0,43.0,1.0
659,Balagere,1012.0,2.0,64.0,2.0
660,Balagere,1007.0,2.0,62.0,2.0
661,Balagere,1007.0,2.0,67.0,2.0
662,Balagere,1007.0,2.0,66.0,2.0
665,Balagere,645.0,1.0,34.18,1.0
668,Balagere,1012.0,2.0,65.0,2.0
669,Balagere,656.0,1.0,38.77,1.0
670,Balagere,645.0,1.0,39.0,1.0
671,Balagere,645.0,1.0,41.0,1.0
672,Balagere,1210.0,2.0,82.0,2.0
673,Balagere,656.0,1.0,34.77,1.0
674,Balagere,1205.0,2.0,73.87,2.0
675,Balagere,1012.0,2.0,70.0,2.0
676,Balagere,1007.0,2.0,68.0,2.0
678,Balagere,1205.0,2.0,79.0,2.0
679,Balagere,1012.0,2.0,68.0,2.0
681,Banashankari,1077.0,2.0,37.64,2.0
682,Banashankari,1470.0,2.0,88.64,3.0
683,Banashankari,1300.0,2.0,75.0,3.0
684,Banashankari,1800.0,3.0,115.0,3.0
685,Banashankari,1125.0,2.0,63.0,2.0
687,Banashankari,1310.0,2.0,80.0,2.0
688,Banashankari,2600.0,4.0,135.0,3.0
689,Banashankari,1900.0,2.0,170.0,3.0
690,Banashankari,1260.0,2.0,75.0,2.0
691,Banashankari,1170.0,2.0,46.79,2.0
693,Banashankari,1350.0,2.0,83.0,3.0
695,Banashankari,1330.0,2.0,78.0,2.0
696,Banashankari,1400.0,2.0,78.0,3.0
697,Banashankari,1700.0,3.0,125.0,3.0
698,Banashankari,1020.0,2.0,40.79,2.0
699,Banashankari,1600.0,2.0,63.98,2.0
700,Banashankari,1041.0,2.0,36.44,2.0
701,Banashankari,2400.0,1.0,200.0,1.0
702,Banashankari,1390.0,2.0,86.0,2.0
703,Banashankari,1460.0,2.0,70.0,2.0
704,Banashankari,1200.0,2.0,60.0,2.0
705,Banashankari,1290.0,2.0,80.0,2.0
706,Banashankari,2582.0,5.0,250.0,3.0
707,Banashankari,1186.0,2.0,65.0,2.0
708,Banashankari,1650.0,3.0,101.0,3.0
710,Banashankari,1181.0,2.0,75.0,2.0
711,Banashankari,1105.0,2.0,90.0,2.0
712,Banashankari,720.0,1.0,60.0,1.0
713,Banashankari,1040.0,2.0,45.0,2.0
714,Banashankari,1330.0,2.0,77.0,2.0
715,Banashankari,1200.0,2.0,49.0,2.0
716,Banashankari,1185.0,2.0,67.0,2.0
717,Banashankari,1000.0,2.0,50.0,2.0
718,Banashankari,1650.0,3.0,90.75,3.0
719,Banashankari,1650.0,3.0,101.0,3.0
720,Banashankari,1310.0,2.0,80.43,2.0
721,Banashankari,600.0,1.0,27.0,2.0
722,Banashankari,1430.0,2.0,87.8,2.0
723,Banashankari,1020.0,2.0,42.83,2.0
725,Banashankari,1540.0,3.0,80.0,3.0
726,Banashankari,1195.0,2.0,35.84,2.0
727,Banashankari,1683.0,3.0,115.0,3.0
728,Banashankari,1800.0,3.0,125.0,3.0
729,Banashankari,1175.0,2.0,41.13,2.0
730,Banashankari,1750.0,2.0,89.0,3.0
731,Banashankari,1800.0,3.0,175.0,3.0
732,Banashankari,1450.0,2.0,50.75,2.0
733,Banashankari,1770.0,3.0,108.0,3.0
734,Banashankari,1800.0,3.0,125.0,3.0
737,Banashankari,1200.0,3.0,74.52,3.0
738,Banashankari,1100.0,2.0,63.0,2.0
739,Banashankari,1020.0,2.0,40.79,2.0
740,Banashankari,1260.0,2.0,75.0,2.0
742,Banashankari,1426.0,3.0,85.0,3.0
743,Banashankari Stage II,1700.0,2.0,150.0,2.0
744,Banashankari Stage II,1200.0,2.0,150.0,4.0
745,Banashankari Stage II,1500.0,2.0,120.0,3.0
746,Banashankari Stage II,2400.0,3.0,510.0,5.0
747,Banashankari Stage II,1240.0,2.0,59.52,3.0
748,Banashankari Stage II,1250.0,2.0,110.0,2.0
749,Banashankari Stage II,1260.0,2.0,95.0,3.0
750,Banashankari Stage II,2400.0,2.0,300.0,3.0
751,Banashankari Stage II,1400.0,2.0,100.0,2.0
752,Banashankari Stage II,2800.0,3.0,425.0,5.0
753,Banashankari Stage II,3000.0,3.0,450.0,3.0
754,Banashankari Stage II,1200.0,2.0,198.0,3.0
755,Banashankari Stage II,1245.0,2.0,125.0,2.0
756,Banashankari Stage III,1305.0,2.0,58.7,3.0
757,Banashankari Stage III,1145.0,2.0,58.4,2.0
758,Banashankari Stage III,1650.0,3.0,118.0,3.0
759,Banashankari Stage III,2400.0,4.0,240.0,4.0
760,Banashankari Stage III,1350.0,2.0,68.0,3.0
762,Banashankari Stage III,1305.0,2.0,59.0,3.0
763,Banashankari Stage III,1305.0,2.0,60.0,3.0
764,Banashankari Stage III,1200.0,2.0,42.0,2.0
765,Banashankari Stage III,1305.0,2.0,59.0,3.0
766,Banashankari Stage III,1480.0,3.0,75.48,3.0
767,Banashankari Stage III,1305.0,2.0,59.0,3.0
768,Banashankari Stage III,1304.0,2.0,111.0,2.0
769,Banashankari Stage III,3000.0,6.0,150.0,6.0
770,Banashankari Stage III,1085.0,2.0,50.0,2.0
771,Banashankari Stage III,1500.0,2.0,100.0,3.0
772,Banashankari Stage III,2100.0,3.0,147.0,4.0
773,Banashankari Stage III,1420.0,2.0,95.0,3.0
774,Banashankari Stage V,1300.0,2.0,58.5,3.0
775,Banashankari Stage V,1305.0,2.0,49.0,3.0
776,Banashankari Stage V,1035.0,2.0,35.77,2.0
777,Banashankari Stage V,1355.0,2.0,61.0,3.0
778,Banashankari Stage V,1510.0,3.0,47.57,3.0
779,Banashankari Stage V,1650.0,3.0,51.98,3.0
780,Banashankari Stage V,1630.0,3.0,51.35,3.0
781,Banashankari Stage V,1510.0,3.0,47.57,3.0
782,Banashankari Stage V,1315.0,2.0,49.0,3.0
783,Banashankari Stage V,1540.0,3.0,48.51,3.0
784,Banashankari Stage V,920.0,2.0,41.5,2.0
785,Banashankari Stage VI,4800.0,4.0,190.0,4.0
786,Banashankari Stage VI,2800.0,4.0,89.0,4.0
787,Banashankari Stage VI,2200.0,4.0,195.0,4.0
788,Banashankari Stage VI,1160.0,2.0,59.0,2.0
789,Banashankari Stage VI,1180.0,2.0,59.47,2.0
790,Banashankari Stage VI,1423.0,2.0,71.73,3.0
791,Banashankari Stage VI,1392.0,3.0,69.46,3.0
792,Banashankari Stage VI,4800.0,3.0,200.0,4.0
793,Banaswadi,1184.0,2.0,53.0,2.0
794,Banaswadi,1145.0,2.0,55.0,2.0
795,Banaswadi,1250.0,2.0,60.0,2.0
796,Banaswadi,1365.0,2.0,73.0,2.0
797,Banaswadi,1903.0,6.0,140.0,5.0
798,Banaswadi,1222.0,2.0,80.0,2.0
799,Banaswadi,870.0,2.0,38.0,2.0
800,Banaswadi,1200.0,2.0,60.0,2.0
802,Banaswadi,527.0,1.0,35.0,1.0
803,Banaswadi,1340.0,2.0,73.0,2.0
804,Banaswadi,1008.0,2.0,52.0,2.0
805,Banaswadi,1105.0,2.0,57.0,2.0
806,Banjara Layout,1200.0,2.0,70.0,2.0
807,Banjara Layout,1050.0,2.0,64.8,2.0
808,Banjara Layout,753.0,3.0,59.5,2.0
809,Banjara Layout,2500.0,4.0,140.0,3.0
810,Bannerghatta,3012.0,6.0,250.0,4.0
811,Bannerghatta,1665.0,3.0,110.0,3.0
812,Bannerghatta,2370.0,4.0,195.0,3.0
813,Bannerghatta,1100.0,2.0,66.0,2.0
814,Bannerghatta,1113.0,2.0,70.0,2.0
815,Bannerghatta,1200.0,2.0,73.2,2.0
816,Bannerghatta,1070.0,2.0,87.0,2.0
817,Bannerghatta,1776.0,3.0,124.0,3.0
818,Bannerghatta,1776.0,3.0,150.0,3.0
819,Bannerghatta Road,500.0,1.0,18.5,1.0
820,Bannerghatta Road,1050.0,2.0,65.0,2.0
821,Bannerghatta Road,1200.0,2.0,125.0,4.0
822,Bannerghatta Road,1170.0,2.0,66.0,3.0
823,Bannerghatta Road,595.0,1.0,33.32,1.0
824,Bannerghatta Road,1445.0,3.0,95.0,3.0
825,Bannerghatta Road,1640.0,2.0,120.0,3.0
827,Bannerghatta Road,1460.0,2.0,90.0,3.0
829,Bannerghatta Road,1179.0,2.0,66.02,2.0
830,Bannerghatta Road,793.0,2.0,45.0,2.0
832,Bannerghatta Road,1400.0,2.0,78.0,2.0
834,Bannerghatta Road,1215.0,2.0,50.0,2.0
835,Bannerghatta Road,1654.0,3.0,100.0,3.0
836,Bannerghatta Road,1181.0,2.0,55.0,2.0
838,Bannerghatta Road,1200.0,2.0,75.0,2.0
840,Bannerghatta Road,595.0,1.0,31.83,1.0
841,Bannerghatta Road,1105.0,2.0,51.0,2.0
842,Bannerghatta Road,1255.0,2.0,65.26,2.0
844,Bannerghatta Road,1550.0,3.0,82.0,3.0
846,Bannerghatta Road,1650.0,3.0,122.0,3.0
847,Bannerghatta Road,912.0,2.0,55.0,2.0
848,Bannerghatta Road,1218.0,2.0,73.0,2.0
850,Bannerghatta Road,1115.0,2.0,65.12,2.0
852,Bannerghatta Road,1893.0,3.0,100.0,3.0
853,Bannerghatta Road,1600.0,3.0,95.0,3.0
854,Bannerghatta Road,1275.0,2.0,65.0,2.0
855,Bannerghatta Road,892.0,2.0,39.0,2.0
857,Bannerghatta Road,1260.0,2.0,70.0,2.0
859,Bannerghatta Road,1157.0,2.0,40.0,2.0
860,Bannerghatta Road,1150.0,2.0,65.0,2.0
862,Bannerghatta Road,1100.0,2.0,39.0,2.0
864,Bannerghatta Road,1725.0,3.0,110.0,3.0
865,Bannerghatta Road,1850.0,6.0,150.0,6.0
867,Bannerghatta Road,950.0,2.0,38.0,2.0
868,Bannerghatta Road,1220.0,2.0,80.0,2.0
869,Bannerghatta Road,1130.0,2.0,78.0,2.0
871,Bannerghatta Road,1486.0,3.0,83.22,3.0
873,Bannerghatta Road,1015.0,2.0,48.0,2.0
874,Bannerghatta Road,1115.0,2.0,61.0,2.0
875,Bannerghatta Road,1136.0,2.0,48.0,2.0
876,Bannerghatta Road,2700.0,4.0,260.0,4.0
877,Bannerghatta Road,1200.0,2.0,69.0,3.0
878,Bannerghatta Road,1465.0,2.0,76.0,3.0
879,Bannerghatta Road,1200.0,2.0,65.0,2.0
880,Bannerghatta Road,1240.0,2.0,65.0,2.0
881,Bannerghatta Road,1476.0,3.0,125.0,3.0
884,Bannerghatta Road,1268.0,2.0,69.0,2.0
885,Bannerghatta Road,1450.0,2.0,87.0,3.0
886,Bannerghatta Road,2932.0,5.0,195.0,4.0
889,Bannerghatta Road,960.0,2.0,58.0,2.0
890,Bannerghatta Road,1750.0,3.0,130.0,3.0
891,Bannerghatta Road,1275.0,2.0,73.0,2.0
893,Bannerghatta Road,1240.0,2.0,71.0,2.0
895,Bannerghatta Road,1215.0,2.0,68.0,2.0
896,Bannerghatta Road,1215.0,2.0,68.0,2.0
897,Bannerghatta Road,1894.0,3.0,115.0,3.0
899,Bannerghatta Road,1693.0,3.0,89.0,3.0
900,Bannerghatta Road,1280.0,2.0,60.16,2.0
902,Bannerghatta Road,630.0,1.0,35.0,1.0
903,Bannerghatta Road,1215.0,2.0,68.0,2.0
904,Bannerghatta Road,1365.0,3.0,76.18,3.0
905,Bannerghatta Road,1115.0,2.0,78.0,2.0
907,Bannerghatta Road,1655.0,3.0,90.0,3.0
908,Bannerghatta Road,1247.0,2.0,47.39,2.0
909,Bannerghatta Road,1650.0,3.0,94.0,3.0
910,Bannerghatta Road,905.0,2.0,65.0,2.0
911,Bannerghatta Road,1000.0,2.0,50.0,2.0
912,Bannerghatta Road,2185.0,3.0,120.0,4.0
913,Bannerghatta Road,1012.0,2.0,45.0,2.0
915,Bannerghatta Road,1460.0,2.0,80.0,3.0
916,Bannerghatta Road,1340.0,2.0,85.0,2.0
917,Bannerghatta Road,1711.0,3.0,125.0,3.0
918,Bannerghatta Road,1520.0,2.0,81.0,3.0
919,Bannerghatta Road,2826.0,3.0,148.0,3.0
920,Bannerghatta Road,1115.0,2.0,61.0,2.0
921,Bannerghatta Road,1154.0,2.0,47.0,2.0
922,Bannerghatta Road,1000.0,2.0,44.5,2.0
923,Bannerghatta Road,1250.0,2.0,48.0,2.0
924,Bannerghatta Road,1640.0,3.0,105.0,3.0
926,Bannerghatta Road,1012.0,2.0,44.0,2.0
927,Bannerghatta Road,1527.0,3.0,115.0,3.0
930,Bannerghatta Road,1550.0,3.0,96.0,3.0
931,Bannerghatta Road,1200.0,2.0,78.0,2.0
932,Bannerghatta Road,1885.0,3.0,125.0,3.0
934,Bannerghatta Road,1450.0,2.0,78.0,3.0
935,Bannerghatta Road,700.0,1.0,31.2,1.0
938,Bannerghatta Road,905.0,2.0,58.0,2.0
940,Bannerghatta Road,1920.0,3.0,122.0,3.0
941,Bannerghatta Road,2400.0,4.0,180.0,4.0
943,Bannerghatta Road,1270.0,2.0,45.0,2.0
944,Bannerghatta Road,1520.0,2.0,80.0,3.0
945,Bannerghatta Road,1270.0,2.0,73.0,3.0
946,Bannerghatta Road,1846.0,3.0,120.0,3.0
948,Bannerghatta Road,1655.0,3.0,95.0,3.0
949,Bannerghatta Road,1206.0,2.0,53.0,2.0
950,Bannerghatta Road,1150.0,2.0,55.0,2.0
951,Bannerghatta Road,1215.0,2.0,65.0,2.0
952,Bannerghatta Road,1510.0,2.0,110.0,3.0
953,Bannerghatta Road,1022.0,2.0,35.0,2.0
954,Bannerghatta Road,1246.0,2.0,47.35,2.0
955,Bannerghatta Road,1470.0,2.0,85.0,3.0
956,Bannerghatta Road,1160.0,2.0,45.0,2.0
957,Bannerghatta Road,970.0,2.0,57.0,2.0
958,Bannerghatta Road,1527.0,3.0,142.0,3.0
961,Basavangudi,1036.0,2.0,105.0,2.0
962,Basavangudi,2600.0,4.0,260.0,4.0
963,Basavangudi,1600.0,2.0,160.0,3.0
964,Basavangudi,1560.0,2.0,145.0,2.0
966,Basavangudi,1800.0,3.0,195.0,3.0
967,Basavangudi,1100.0,2.0,93.0,2.0
969,Basavangudi,1050.0,2.0,103.0,2.0
972,Basavangudi,1180.0,2.0,124.0,2.0
974,Basavangudi,1200.0,2.0,120.0,2.0
976,Basavangudi,2453.0,3.0,250.0,4.0
977,Basaveshwara Nagar,4500.0,5.0,415.0,5.0
978,Basaveshwara Nagar,1865.0,3.0,145.0,3.0
979,Basaveshwara Nagar,1200.0,2.0,90.0,2.0
980,Basaveshwara Nagar,2400.0,4.0,310.0,5.0
981,Basaveshwara Nagar,1200.0,2.0,80.0,2.0
982,Basaveshwara Nagar,900.0,2.0,60.0,2.0
983,Basaveshwara Nagar,1900.0,3.0,150.0,3.0
984,Basaveshwara Nagar,1200.0,2.0,85.0,2.0
985,Basaveshwara Nagar,1200.0,2.0,70.0,2.0
986,Battarahalli,1200.0,2.0,65.0,2.0
987,Battarahalli,1779.0,3.0,89.61,3.0
988,Battarahalli,1300.0,2.0,50.0,2.0
989,Battarahalli,1945.0,3.0,97.42,3.0
990,Battarahalli,1777.0,3.0,100.0,3.0
991,Battarahalli,1135.0,2.0,43.0,2.0
992,Battarahalli,1276.0,2.0,45.0,2.0
993,Battarahalli,1880.0,3.0,94.36,3.0
994,Battarahalli,1071.0,2.0,62.0,2.0
995,Battarahalli,1165.0,2.0,43.0,2.0
996,Battarahalli,1636.0,2.0,82.89,2.0
997,Battarahalli,1779.0,3.0,90.0,3.0
999,Battarahalli,1090.0,2.0,38.37,2.0
1000,Battarahalli,2082.0,3.0,104.0,3.0
1001,Battarahalli,2024.0,3.0,103.0,3.0
1002,Battarahalli,1097.0,2.0,49.0,2.0
1004,Begur,1419.0,2.0,59.0,3.0
1005,Begur,1580.0,3.0,75.0,3.0
1006,Begur,1559.0,3.0,63.0,3.0
1007,Begur,1445.0,2.0,47.1,3.0
1008,Begur,1475.0,2.0,74.0,3.0
1009,Begur,3500.0,4.0,185.0,3.0
1010,Begur,1100.0,2.0,55.0,2.0
1011,Begur,1306.0,2.0,65.0,2.0
1012,Begur,1304.0,3.0,65.0,3.0
1013,Begur,1411.0,2.0,60.0,3.0
1014,Begur,815.0,2.0,40.0,2.0
1015,Begur,1443.0,2.0,70.0,3.0
1016,Begur Road,1200.0,2.0,44.0,2.0
1017,Begur Road,1200.0,2.0,46.8,2.0
1018,Begur Road,1160.0,2.0,44.0,2.0
1019,Begur Road,1584.0,3.0,65.0,3.0
1021,Begur Road,1615.0,3.0,59.76,3.0
1022,Begur Road,1200.0,2.0,43.2,2.0
1023,Begur Road,1160.0,2.0,44.08,2.0
1024,Begur Road,1200.0,2.0,45.0,2.0
1025,Begur Road,1615.0,3.0,60.0,3.0
1026,Begur Road,1410.0,2.0,53.0,3.0
1027,Begur Road,1200.0,2.0,37.8,2.0
1028,Begur Road,1160.0,2.0,40.59,2.0
1029,Begur Road,1260.0,2.0,46.62,2.0
1030,Begur Road,1600.0,3.0,58.14,3.0
1032,Begur Road,1160.0,2.0,36.0,2.0
1033,Begur Road,1500.0,2.0,70.0,3.0
1034,Begur Road,1160.0,2.0,42.0,2.0
1035,Begur Road,1240.0,2.0,39.06,2.0
1036,Begur Road,1200.0,2.0,45.0,2.0
1037,Begur Road,1500.0,2.0,55.0,3.0
1038,Begur Road,1410.0,2.0,52.17,3.0
1040,Begur Road,1583.0,3.0,74.4,3.0
1041,Begur Road,1170.0,2.0,46.0,2.0
1042,Begur Road,1160.0,2.0,42.92,2.0
1043,Begur Road,1410.0,2.0,52.17,3.0
1045,Begur Road,1565.0,2.0,59.76,3.0
1046,Begur Road,1160.0,2.0,42.0,2.0
1048,Begur Road,1410.0,2.0,53.58,3.0
1049,Begur Road,1200.0,2.0,45.0,2.0
1050,Begur Road,1200.0,2.0,42.6,2.0
1051,Begur Road,1160.0,2.0,42.0,2.0
1052,Begur Road,1334.0,2.0,42.69,2.0
1053,Begur Road,1565.0,2.0,57.91,3.0
1054,Begur Road,1200.0,2.0,45.6,2.0
1055,Begur Road,1215.0,2.0,43.13,2.0
1056,Begur Road,1160.0,2.0,36.54,2.0
1058,Begur Road,1200.0,2.0,44.4,2.0
1060,Begur Road,1260.0,2.0,39.69,2.0
1061,Begur Road,1160.0,2.0,44.0,2.0
1063,Begur Road,952.0,2.0,42.0,2.0
1066,Begur Road,1200.0,2.0,42.0,2.0
1067,Begur Road,1240.0,2.0,45.88,2.0
1068,Begur Road,1200.0,3.0,50.0,3.0
1070,Begur Road,1200.0,2.0,44.0,2.0
1072,Begur Road,1100.0,2.0,42.6,2.0
1073,Begur Road,1565.0,2.0,57.91,3.0
1074,Begur Road,1200.0,2.0,44.4,2.0
1075,Begur Road,1160.0,2.0,36.54,2.0
1076,Begur Road,1215.0,2.0,43.75,2.0
1077,Begur Road,1200.0,2.0,44.73,2.0
1078,Begur Road,1160.0,2.0,42.0,2.0
1079,Begur Road,1410.0,2.0,54.99,3.0
1080,Bellandur,1767.0,3.0,103.0,3.0
1081,Bellandur,1205.0,2.0,66.0,2.0
1082,Bellandur,1250.0,2.0,76.0,2.0
1083,Bellandur,1000.0,2.0,50.0,2.0
1084,Bellandur,1281.0,2.0,74.0,2.0
1085,Bellandur,921.0,2.0,40.0,2.0
1087,Bellandur,1490.0,2.0,98.0,3.0
1089,Bellandur,2039.0,3.0,168.0,3.0
1090,Bellandur,1605.0,3.0,85.0,3.0
1091,Bellandur,1692.0,3.0,88.0,3.0
1092,Bellandur,1220.0,2.0,60.0,2.0
1093,Bellandur,1299.0,2.0,82.0,2.0
1094,Bellandur,900.0,2.0,56.0,2.0
1095,Bellandur,1350.0,2.0,79.0,2.0
1096,Bellandur,1286.0,2.0,57.0,2.0
1097,Bellandur,3016.0,4.0,230.0,4.0
1098,Bellandur,1457.0,2.0,85.0,2.0
1099,Bellandur,1195.0,2.0,51.0,2.0
1100,Bellandur,1050.0,2.0,72.0,2.0
1101,Bellandur,3600.0,4.0,260.0,4.0
1102,Bellandur,1310.0,2.0,72.0,2.0
1103,Bellandur,924.0,2.0,35.11,2.0
1104,Bellandur,1785.0,3.0,118.0,3.0
1105,Bellandur,1051.0,2.0,60.0,2.0
1107,Bellandur,1060.0,2.0,65.0,2.0
1108,Bellandur,1100.0,2.0,62.0,2.0
1109,Bellandur,1550.0,2.0,59.0,2.0
1110,Bellandur,924.0,2.0,35.11,2.0
1112,Bellandur,1685.0,3.0,100.0,3.0
1113,Bellandur,982.0,2.0,55.0,2.0
1114,Bellandur,981.0,2.0,37.28,2.0
1115,Bellandur,1205.0,2.0,59.0,2.0
1116,Bellandur,1063.0,2.0,58.0,2.0
1117,Bellandur,1201.0,2.0,59.99,2.0
1118,Bellandur,1325.0,2.0,65.0,2.0
1119,Bellandur,1281.0,2.0,87.0,2.0
1121,Bellandur,1200.0,2.0,52.0,2.0
1122,Bellandur,1785.0,3.0,120.0,3.0
1123,Bellandur,1088.0,2.0,48.0,2.0
1124,Bellandur,1310.0,2.0,85.0,2.0
1125,Bellandur,982.0,2.0,37.28,2.0
1126,Bellandur,1465.0,3.0,90.0,2.0
1127,Bellandur,1767.0,3.0,109.0,3.0
1128,Bellandur,924.0,2.0,35.11,2.0
1129,Bellandur,3600.0,4.0,245.0,4.0
1130,Bellandur,1170.0,2.0,46.79,2.0
1131,Bellandur,1150.0,2.0,69.44,2.0
1132,Bellandur,1200.0,2.0,45.0,2.0
1134,Bellandur,1410.0,3.0,92.0,2.0
1135,Bellandur,950.0,2.0,35.0,2.0
1136,Bellandur,1015.0,2.0,60.0,2.0
1138,Bellandur,1685.0,3.0,101.0,3.0
1139,Bellandur,1735.0,3.0,105.0,3.0
1140,Bellandur,1685.0,3.0,115.0,3.0
1141,Bellandur,1846.0,3.0,135.0,3.0
1142,Bellandur,1049.0,2.0,51.0,2.0
1144,Bellandur,1211.0,2.0,63.0,2.0
1145,Bellandur,1717.0,3.0,110.0,3.0
1147,Bellandur,1185.0,2.0,47.39,2.0
1148,Bellandur,1200.0,2.0,62.0,2.0
1152,Bellandur,1251.0,2.0,47.0,2.0
1154,Bellandur,960.0,2.0,48.0,2.0
1155,Bellandur,1690.0,2.0,116.0,3.0
1156,Bellandur,950.0,1.0,40.0,1.0
1157,Bellandur,850.0,2.0,45.0,2.0
1158,Bellandur,1454.0,2.0,90.0,2.0
1160,Bellandur,1195.0,2.0,52.0,2.0
1161,Bellandur,1435.0,2.0,115.0,3.0
1163,Bellandur,1260.0,2.0,83.5,2.0
1164,Bellandur,1535.0,3.0,90.0,3.0
1165,Bellandur,1047.0,2.0,75.0,2.0
1166,Bellandur,1096.0,2.0,40.0,2.0
1167,Bellandur,1262.0,2.0,47.0,2.0
1168,Benson Town,3200.0,4.0,350.0,3.0
1169,Benson Town,4460.0,5.0,650.0,4.0
1170,Benson Town,2850.0,4.0,470.0,3.0
1171,Benson Town,1300.0,2.0,120.0,2.0
1172,Benson Town,1567.0,3.0,140.0,2.0
1173,Benson Town,3633.0,6.0,550.0,4.0
1174,Benson Town,1688.12,2.0,270.0,2.0
1175,Benson Town,1805.0,3.0,280.0,3.0
1176,Benson Town,1688.0,2.0,280.0,2.0
1177,Bharathi Nagar,1322.0,2.0,68.0,2.0
1178,Bharathi Nagar,1351.0,2.0,70.0,2.0
1179,Bharathi Nagar,1384.0,2.0,59.0,2.0
1180,Bharathi Nagar,1351.0,2.0,74.0,2.0
1181,Bharathi Nagar,1432.0,2.0,68.0,2.0
1183,Bharathi Nagar,1349.0,2.0,56.7,2.0
1184,Bharathi Nagar,1328.0,2.0,69.0,2.0
1185,Bharathi Nagar,1300.0,2.0,55.86,2.0
1186,Bhoganhalli,1670.0,3.0,99.0,3.0
1189,Bhoganhalli,1444.0,2.0,75.97,2.0
1190,Bhoganhalli,1447.0,2.0,75.97,2.0
1191,Bhoganhalli,1700.0,3.0,126.0,3.0
1192,Bhoganhalli,1447.0,2.0,75.97,2.0
1196,Bhoganhalli,1760.0,3.0,127.0,3.0
